"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"spatstat","spatstat","C:/Users/romai/AppData/Local/R/win-library/4.2","2.3-4",NA,"R (>= 3.5.0), spatstat.data (>= 2.1-2), spatstat.geom (>=
2.4-0), spatstat.random (>= 2.2-0), spatstat.core (>= 2.4-1),
spatstat.linnet (>= 2.3-2), utils","spatstat.utils (>= 2.3-0)",NA,"",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spatstat.core","spatstat.core","C:/Users/romai/AppData/Local/R/win-library/4.2","2.4-4",NA,"R (>= 3.5.0), spatstat.data (>= 2.1-0), spatstat.geom (>=
2.4-0), spatstat.random (>= 2.2-0), stats, graphics, grDevices,
utils, methods, nlme, rpart","spatstat.utils (>= 2.3-1), spatstat.sparse (>= 2.0-0), mgcv,
Matrix, abind, tensor, goftest (>= 1.2-2)",NA,"sm, maptools (>= 0.9-9), gsl, locfit, spatial, RandomFields
(>= 3.1.24.1), RandomFieldsUtils(>= 0.3.3.1), fftwtools (>=
0.9-8), nleqslv, spatstat.linnet (>= 2.0-0), spatstat (>=
2.3-3)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spatstat.data","spatstat.data","C:/Users/romai/AppData/Local/R/win-library/4.2","2.2-0",NA,"R (>= 3.5.0)","spatstat.utils (>= 2.1-0), Matrix",NA,"spatstat.geom, spatstat.random, spatstat.core,
spatstat.linnet",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"spatstat.geom","spatstat.geom","C:/Users/romai/AppData/Local/R/win-library/4.2","2.4-0",NA,"R (>= 3.5.0), spatstat.data (>= 2.0-0), stats, graphics,
grDevices, utils, methods","spatstat.utils (>= 2.2-0), deldir (>= 1.0-2), polyclip (>=
1.10-0)",NA,"spatstat.core, spatstat.random, spatstat.linnet, maptools (>=
0.9-9), spatial, fftwtools (>= 0.9-8), spatstat (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spatstat.linnet","spatstat.linnet","C:/Users/romai/AppData/Local/R/win-library/4.2","2.3-2",NA,"R (>= 3.5.0), spatstat.data (>= 2.1-0), spatstat.geom (>=
2.3-0), spatstat.random (>= 2.0), spatstat.core (>= 2.3-2),
stats, graphics, grDevices, methods, utils","spatstat.utils (>= 2.2-0), Matrix, spatstat.sparse (>= 2.0)",NA,"goftest, locfit, spatstat (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spatstat.random","spatstat.random","C:/Users/romai/AppData/Local/R/win-library/4.2","2.2-0",NA,"R (>= 3.5.0), spatstat.data (>= 2.1-0), spatstat.geom (>=
2.4-0), stats, utils, methods, grDevices","spatstat.utils (>= 2.2-0)",NA,"spatial, RandomFields (>= 3.1.24.1), RandomFieldsUtils(>=
0.3.3.1), spatstat.linnet (>= 2.0-0), spatstat.core (>= 2.4-0),
spatstat (>= 2.3-3)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spatstat.sparse","spatstat.sparse","C:/Users/romai/AppData/Local/R/win-library/4.2","2.1-1",NA,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor","spatstat.utils (>= 2.1-0)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spatstat.utils","spatstat.utils","C:/Users/romai/AppData/Local/R/win-library/4.2","2.3-1",NA,"R (>= 3.3.0), stats, graphics, grDevices, utils, methods",NA,NA,"spatstat.core",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spData","spData","C:/Users/romai/AppData/Local/R/win-library/4.2","2.0.1",NA,"R (>= 3.3.0)","sp, raster",NA,"foreign, maptools, rgdal, sf (>= 0.9-1), spDataLarge (>=
0.4.0), spdep, spatialreg",NA,"CC0",NA,NA,NA,NA,"no","4.2.0"
"spdep","spdep","C:/Users/romai/AppData/Local/R/win-library/4.2","1.2-4",NA,"R (>= 3.3.0), methods, sp (>= 1.0), spData (>= 0.2.6.0), sf","stats, deldir, boot (>= 1.3-1), graphics, utils, grDevices,
units, s2, e1071",NA,"spatialreg (>= 1.2-1), Matrix, parallel, dbscan, rgeos,
RColorBrewer, lattice, xtable, maptools (>= 0.5-4), foreign,
igraph, RSpectra, knitr, rgdal, classInt, tmap, spam, ggplot2,
rmarkdown, tinytest, rgeoda",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"speedglm","speedglm","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3-4",NA,"Matrix, MASS","methods, stats",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.2.0"
"spelling","spelling","C:/Users/romai/AppData/Local/R/win-library/4.2","2.2",NA,NA,"commonmark, xml2, hunspell (>= 3.0), knitr",NA,"pdftools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"splancs","splancs","C:/Users/romai/AppData/Local/R/win-library/4.2","2.01-43",NA,"R (>= 2.10.0), sp (>= 0.9)","stats, graphics, grDevices, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"spls","spls","C:/Users/romai/AppData/Local/R/win-library/4.2","2.2-3",NA,"R (>= 2.14)","MASS, nnet, parallel, pls",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"SQUAREM","SQUAREM","C:/Users/romai/AppData/Local/R/win-library/4.2","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"StanHeaders","StanHeaders","C:/Users/romai/AppData/Local/R/win-library/4.2","2.21.0-7",NA,"R (>= 3.4.0)","RcppParallel (>= 5.0.1)","RcppEigen, RcppParallel (>= 5.0.1)","Rcpp, BH, knitr (>= 1.15.1), rmarkdown, Matrix, methods,
rstan",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"stars","stars","C:/Users/romai/AppData/Local/R/win-library/4.2","0.5-5",NA,"R (>= 3.3.0), abind, sf (>= 1.0.3)","methods, parallel, classInt (>= 0.4-1), lwgeom, rlang, units",NA,"PCICt, RNetCDF (>= 1.8-2), clue, covr, cubelyr, digest, dplyr
(>= 0.7-0), exactextractr, future.apply, ggforce, ggplot2,
ggthemes, gstat, httr, jsonlite, knitr, maps, mapdata,
ncdfgeom, ncmeta (>= 0.0.3), pbapply, plm, randomForest,
raster, rgdal, rmarkdown, sp, spacetime, spatstat (>= 2.0-1),
spatstat.geom, starsdata, terra (>= 1.4-22), testthat, tidyr,
viridis, xts, zoo",NA,"Apache License",NA,NA,NA,NA,"no","4.2.0"
"statmod","statmod","C:/Users/romai/AppData/Local/R/win-library/4.2","1.4.36",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.0"
"statnet.common","statnet.common","C:/Users/romai/AppData/Local/R/win-library/4.2","4.6.0",NA,"R (>= 3.5)","utils, methods, coda, parallel, tools",NA,"covr",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"stinepack","stinepack","C:/Users/romai/AppData/Local/R/win-library/4.2","1.4",NA,NA,"stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"stringdist","stringdist","C:/Users/romai/AppData/Local/R/win-library/4.2","0.9.8",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.0"
"stringi","stringi","C:/Users/romai/AppData/Local/R/win-library/4.2","1.7.8",NA,"R (>= 3.1)","tools, utils, stats",NA,NA,NA,"file LICENSE",NA,NA,NA,NA,"yes","4.2.1"
"stringr","stringr","C:/Users/romai/AppData/Local/R/win-library/4.2","1.4.1",NA,"R (>= 3.1)","glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"strucchange","strucchange","C:/Users/romai/AppData/Local/R/win-library/4.2","1.5-2",NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats, utils",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.0"
"styler","styler","C:/Users/romai/AppData/Local/R/win-library/4.2","1.7.0",NA,"R (>= 3.4.0)","cli (>= 3.1.1), magrittr (>= 2.0.0), purrr (>= 0.2.3), R.cache
(>= 0.15.0), rematch2 (>= 2.0.1), rlang (>= 0.1.1), rprojroot
(>= 1.1), tibble (>= 1.4.2), tools, withr (>= 1.0.0),",NA,"data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, roxygen2, rstudioapi (>= 0.7), testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"subselect","subselect","C:/Users/romai/AppData/Local/R/win-library/4.2","0.15.2",NA,"R (>= 3.5.0)","MASS, ISwR, corpcor",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"suncalc","suncalc","C:/Users/romai/AppData/Local/R/win-library/4.2","0.5.0",NA,NA,"data.table, lubridate, magrittr",NA,NA,NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"superpc","superpc","C:/Users/romai/AppData/Local/R/win-library/4.2","1.12",NA,"R (>= 3.5.0)","survival, stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3) | file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"survey","survey","C:/Users/romai/AppData/Local/R/win-library/4.2","4.1-1",NA,"R (>= 3.5.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.0"
"survival","survival","C:/Users/romai/AppData/Local/R/win-library/4.2","3.3-1","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"survPresmooth","survPresmooth","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1-11",NA,"R(>= 3.0.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"svDialogs","svDialogs","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1.0",NA,"R (>= 2.6.0)","svGUI (>= 1.0.0), utils, methods, rstudioapi (>= 0.7)",NA,"covr, rmarkdown, knitr, testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"svglite","svglite","C:/Users/romai/AppData/Local/R/win-library/4.2","2.1.0",NA,"R (>= 3.0.0)","systemfonts (>= 1.0.0)","cpp11, systemfonts","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"svGUI","svGUI","C:/Users/romai/AppData/Local/R/win-library/4.2","1.0.1",NA,"R (>= 2.6.0)",NA,NA,"covr, knitr, markdown, testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"sylly","sylly","C:/Users/romai/AppData/Local/R/win-library/4.2","0.1-6",NA,"R (>= 3.0.0)","methods",NA,"testthat,knitr,rmarkdown,sylly.de,sylly.en,sylly.es",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.0"
"sylly.en","sylly.en","C:/Users/romai/AppData/Local/R/win-library/4.2","0.1-3",NA,"R (>= 3.1),sylly",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.0"
"sys","sys","C:/Users/romai/AppData/Local/R/win-library/4.2","3.4",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"sysfonts","sysfonts","C:/Users/romai/AppData/Local/R/win-library/4.2","0.8.8",NA,NA,NA,NA,"curl, jsonlite",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"systemfit","systemfit","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1-24",NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"plm (>= 1.0-1), sem (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"systemfonts","systemfonts","C:/Users/romai/AppData/Local/R/win-library/4.2","1.0.4",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"tables","tables","C:/Users/romai/AppData/Local/R/win-library/4.2","0.9.6",NA,"R (>= 2.12.0)","stats, utils, knitr, htmltools",NA,"magrittr, kableExtra (>= 0.9.0), Hmisc, bookdown, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"targets","targets","C:/Users/romai/AppData/Local/R/win-library/4.2","0.12.0",NA,"R (>= 3.5.0)","base64url (>= 1.4), callr (>= 3.4.3), cli (>= 2.0.2),
codetools (>= 0.2.16), data.table (>= 1.12.8), digest (>=
0.6.25), igraph (>= 1.2.5), knitr (>= 1.34), R6 (>= 2.4.1),
rlang (>= 0.4.10), stats, tibble (>= 3.0.1), tidyselect (>=
1.1.0), tools, utils, vctrs (>= 0.2.4), withr (>= 2.4.0), yaml
(>= 2.2.1)",NA,"arrow (>= 3.0.0), bs4Dash (>= 0.5.0), clustermq (>=
0.8.95.1), curl (>= 4.3), DT (>= 0.14), dplyr (>= 1.0.0), fst
(>= 0.9.2), future (>= 1.19.1), future.batchtools (>= 0.9.0),
future.callr (>= 0.6.0), googleCloudStorageR (>= 0.7.0), gt (>=
0.2.2), keras (>= 2.2.5.0), markdown (>= 1.1), rmarkdown (>=
2.4), paws (>= 0.1.11), pingr (>= 2.0.1), pkgload (>= 1.1.0),
processx (>= 3.4.3), qs (>= 0.24.1), reprex (>= 2.0.0),
rstudioapi (>= 0.11), shiny (>= 1.5.0), shinybusy (>= 0.2.2),
shinyWidgets (>= 0.5.4), testthat (>= 3.0.0), torch (>= 0.1.0),
usethis (>= 1.6.3), visNetwork (>= 2.0.9)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"TeachingDemos","TeachingDemos","C:/Users/romai/AppData/Local/R/win-library/4.2","2.12",NA,"R (>= 2.10)",NA,NA,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.0"
"tensor","tensor","C:/Users/romai/AppData/Local/R/win-library/4.2","1.5",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.2.0"
"tensorA","tensorA","C:/Users/romai/AppData/Local/R/win-library/4.2","0.36.2",NA,"R (>= 2.2.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"terra","terra","C:/Users/romai/AppData/Local/R/win-library/4.2","1.5-21",NA,"R (>= 3.5.0)","methods, Rcpp","Rcpp","parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, XML, igraph",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.0"
"tesseract","tesseract","C:/Users/romai/AppData/Local/R/win-library/4.2","5.0.0",NA,NA,"Rcpp (>= 0.12.12), pdftools (>= 1.5), curl, rappdirs, digest","Rcpp","magick (>= 1.7), spelling, knitr, tibble, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.2.0"
"testit","testit","C:/Users/romai/AppData/Local/R/win-library/4.2","0.13",NA,NA,NA,NA,"rstudioapi, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"testthat","testthat","C:/Users/romai/AppData/Local/R/win-library/4.2","3.1.4",NA,"R (>= 3.1)","brio, callr (>= 3.5.1), cli (>= 3.3.0), crayon (>= 1.3.4),
desc, digest, ellipsis (>= 0.2.0), evaluate, jsonlite,
lifecycle, magrittr, methods, pkgload, praise, processx, ps (>=
1.3.4), R6 (>= 2.2.0), rlang (>= 1.0.1), utils, waldo (>=
0.4.0), withr (>= 2.4.3)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"texreg","texreg","C:/Users/romai/AppData/Local/R/win-library/4.2","1.38.6",NA,"R (>= 3.5)","methods, stats, httr",NA,"broom (>= 0.4.2), coda (>= 0.19.2), ggplot2 (>= 3.1.0),
huxtable (>= 4.2.0), knitr (>= 1.22), rmarkdown (>= 1.12.3),
sandwich (>= 2.3-1), testthat (>= 2.0.0), lmtest (>= 0.9-34)","AER, alpaca, betareg, Bergm, bife, biglm, brglm, brms (>=
2.8.8), btergm, dynlm, eha (>= 2.9.0), erer, ergm (>= 4.1.2),
feisr (>= 1.0.1), fGarch, fixest (>= 0.10.5), forecast, gamlss,
gamlss.inf, gee, glmmTMB, gmm, gnm, h2o, latentnet, lfe, lme4,
lqmm, maxLik (>= 1.4.8), metaSEM (>= 1.2.5.1), mfx, mhurdle,
miceadds, mlogit, mnlogit, MuMIn, nlme, nnet, oglmx, ordinal,
pglm, plm (>= 2.4.1), relevent, rms, robust, simex, spatialreg
(>= 1.2.1), spdep (>= 1.2.2), speedglm, survival, truncreg (>=
0.2.5), VGAM, Zelig","GPL-3",NA,NA,NA,NA,"no","4.2.0"
"textshaping","textshaping","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3.6",NA,"R (>= 3.2.0)","systemfonts (>= 1.0.0)","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"TH.data","TH.data","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1-1",NA,"R (>= 3.5.0), survival, MASS",NA,NA,"dplyr, gdata, plyr, trtf, tram, rms, coin, ATR, multcomp,
gridExtra, vcd, colorspace, lattice, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"thematic","thematic","C:/Users/romai/AppData/Local/R/win-library/4.2","0.1.2.1",NA,"R (>= 3.0.0)","utils, graphics, grDevices, grid, farver, rlang, scales,
rstudioapi (>= 0.8), rappdirs, ggplot2 (>= 3.3.0)",NA,"lattice, stats, withr, sysfonts, showtext, Cairo,
systemfonts, ragg, knitr, rmarkdown, htmltools, shiny (>=
1.5.0), bslib, testthat, gganimate, vdiffr (>= 1.0.0), svglite,
jsonlite, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"themis","themis","C:/Users/romai/AppData/Local/R/win-library/4.2","0.2.2",NA,"R (>= 3.4), recipes (>= 0.2.0)","gower, lifecycle, dplyr, generics (>= 0.1.0), purrr, RANN,
rlang, ROSE, tibble, withr, glue",NA,"covr, ggplot2, modeldata, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"this.path","this.path","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1.0",NA,NA,NA,NA,"utils, microbenchmark","knitr, rprojroot, rstudioapi, testthat","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"threejs","threejs","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3.3",NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,"maps","knitr, shiny","MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"tibble","tibble","C:/Users/romai/AppData/Local/R/win-library/4.2","3.1.8",NA,"R (>= 3.1.0)","fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.7.0), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.3.8)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2, hms,
htmltools, knitr, lubridate, mockr, nycflights13, pkgbuild,
pkgload, purrr, rmarkdown, stringi, testthat (>= 3.0.2), tidyr,
withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"tictoc","tictoc","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1",NA,"R (>= 2.15), methods",NA,NA,"testthat (>= 3.0.0)",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"tidygraph","tidygraph","C:/Users/romai/AppData/Local/R/win-library/4.2","1.2.1",NA,NA,"tibble, dplyr (>= 0.8.5), igraph, magrittr, utils, rlang, R6,
tools, stats, tidyr, pillar, cli","cpp11","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"tidyr","tidyr","C:/Users/romai/AppData/Local/R/win-library/4.2","1.2.0",NA,"R (>= 3.1)","dplyr (>= 1.0.0), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.7)","cpp11 (>= 0.4.0)","covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"tidyselect","tidyselect","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1.2",NA,"R (>= 3.2)","ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 1.0.1),
vctrs (>= 0.3.0)",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
3.1.1), tibble (>= 2.1.3), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"tidyverse","tidyverse","C:/Users/romai/AppData/Local/R/win-library/4.2","1.3.1",NA,"R (>= 3.3)","broom (>= 0.7.6), cli (>= 2.4.0), crayon (>= 1.4.1), dbplyr
(>= 2.1.1), dplyr (>= 1.0.5), dtplyr (>= 1.1.0), forcats (>=
0.5.1), googledrive (>= 1.0.1), googlesheets4 (>= 0.3.0),
ggplot2 (>= 3.3.3), haven (>= 2.3.1), hms (>= 1.0.0), httr (>=
1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.7.10), magrittr
(>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.0), purrr (>=
0.3.4), readr (>= 1.4.0), readxl (>= 1.3.1), reprex (>= 2.0.0),
rlang (>= 0.4.10), rstudioapi (>= 0.13), rvest (>= 1.0.0),
stringr (>= 1.4.0), tibble (>= 3.1.0), tidyr (>= 1.1.3), xml2
(>= 1.3.2)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"tikzDevice","tikzDevice","C:/Users/romai/AppData/Local/R/win-library/4.2","0.12.3.1",NA,"R (>= 2.14.0)","filehash (>= 2.3), png",NA,"evaluate, formatR, ggplot2, knitr, lattice, maps, scales,
stringr, testthat (>= 0.8.1), withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"timeDate","timeDate","C:/Users/romai/AppData/Local/R/win-library/4.2","3043.102",NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"timereg","timereg","C:/Users/romai/AppData/Local/R/win-library/4.2","2.0.2",NA,"R (>= 2.15), survival","lava, numDeriv, stats, graphics, grDevices, utils, methods",NA,"mets,",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"timeSeries","timeSeries","C:/Users/romai/AppData/Local/R/win-library/4.2","3062.100",NA,"R (>= 2.10), graphics, grDevices, stats, methods, utils,
timeDate (>= 2150.95)",NA,NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"tinytest","tinytest","C:/Users/romai/AppData/Local/R/win-library/4.2","1.3.1",NA,"R (>= 3.0.0)","parallel, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"tinytex","tinytex","C:/Users/romai/AppData/Local/R/win-library/4.2","0.39",NA,NA,"xfun (>= 0.29)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"tis","tis","C:/Users/romai/AppData/Local/R/win-library/4.2","1.39",NA,"R (>= 2.3)",NA,NA,"reshape, scales","zoo, ggplot2, graphics","Unlimited",NA,NA,NA,NA,"yes","4.2.0"
"tkrplot","tkrplot","C:/Users/romai/AppData/Local/R/win-library/4.2","0.0-26",NA,"R (>= 2.13), grDevices, tcltk",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","4.2.0"
"tm","tm","C:/Users/romai/AppData/Local/R/win-library/4.2","0.7-8",NA,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.0"
"tmap","tmap","C:/Users/romai/AppData/Local/R/win-library/4.2","3.3-3",NA,"R (>= 3.5.0), methods","tmaptools (>= 3.1), sf (>= 0.9-7), stars (>= 0.5-0), units (>=
0.6-1), grid, RColorBrewer, viridisLite, classInt (>= 0.4-3),
htmltools, htmlwidgets, widgetframe, leaflet (>= 2.0.2),
leafsync, leafem (>= 0.1), stats, abind, rlang, utils",NA,"rmapshaper, rmarkdown, knitr, png, cartogram, osmdata,
ggplot2, dplyr, tidyr, shiny, testthat, covr, av, gifski, s2",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"tmaptools","tmaptools","C:/Users/romai/AppData/Local/R/win-library/4.2","3.1-1",NA,"R (>= 3.5), methods","sf (>= 0.9.2), lwgeom (>= 0.1-4), stars (>= 0.4-1), units (>=
0.6-1), grid, magrittr, RColorBrewer, viridisLite, stats,
dichromat, XML",NA,"tmap (>= 3.0), rmapshaper, osmdata, OpenStreetMap, raster,
png, shiny, shinyjs",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"TMB","TMB","C:/Users/romai/AppData/Local/R/win-library/4.2","1.9.0",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"tmvnsim","tmvnsim","C:/Users/romai/AppData/Local/R/win-library/4.2","1.0-2",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"trajectories","trajectories","C:/Users/romai/AppData/Local/R/win-library/4.2","0.2-3",NA,"R (>= 3.0.0)","stats, utils, graphics, methods, lattice, sp (>= 1.1-0),
spacetime (>= 1.0-0), zoo",NA,"rgdal, rgeos, OpenStreetMap, RCurl, rjson, adehabitatLT, xts,
knitr, rgl, forecast, MASS, spatstat (>= 2.0-1), spatstat.core,
spatstat.geom, taxidata",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
